Genes,GLC01,A549,BEAS,NCI-H23,CALU-3
GPTC8_HUMAN,5.845847013,6.412934445,6.541714334,6.898362659,6.224340652
FA83G_HUMAN,3.22229513,3.745489384,4.720515687,3.580968125,3.382800346
5NT3B_HUMAN,5.370737088,5.393462895,5.298744108,5.239320273,4.104736243
STAR3_HUMAN,4.751718115,4.736173904,4.319636273,4.517593708,9.735278017
HAP1_HUMAN,0.307021873,-0.340850857,0.09692228,1.300304996,-0.340850857
MED1_HUMAN,7.69873076,8.109718001,8.370437524,8.511011864,9.556477264
IBP4_HUMAN,7.77169686,9.035238889,4.754870287,1.865603241,2.659526124
BECN1_HUMAN,7.441165363,7.640223996,7.058067202,7.87501688,7.882617575
ZN624_HUMAN,1.821230232,2.872730859,1.931449318,2.572395689,1.536271408
RFLB_HUMAN,5.841742749,5.446908583,4.707314619,5.916970056,1.026049516
CRLF3_HUMAN,4.163331315,4.896258958,4.190127291,5.031044731,3.653061612
PLAK_HUMAN,6.971319607,3.540932371,1.206079591,1.531343699,7.281919883
WNK4_HUMAN,2.259528341,1.813566143,1.014054708,1.081808719,0.330114371
LC7L3_HUMAN,8.437969383,8.8140808,9.177347294,9.136640476,8.731197201
XAF1_HUMAN,0.069714109,0.226562885,5.35484694,-0.129999964,4.883903678
CASC3_HUMAN,6.338363821,7.238722057,7.71658162,7.707755206,9.480327401
PR15L_HUMAN,1.403422486,-0.155374411,-0.340850857,-0.115236367,5.939822371
ATAD5_HUMAN,6.204087876,6.502860948,7.334109586,7.151115265,6.321825008
NR1D1_HUMAN,0.448523314,0.899812218,-0.189046399,0.364440135,2.009269782
UTP6_HUMAN,4.509929359,5.147235325,5.214733917,5.284707372,4.897275009
AOC2_HUMAN,0.219596807,1.095900921,0.2000351,0.743143591,0.535222877
TELT_HUMAN,-0.139489332,0.60556509,0.6447112,1.0119692,4.250800765
ANR40_HUMAN,5.335958056,5.412852997,5.504876428,4.927323604,4.794783751
CK5P3_HUMAN,3.390417672,3.432856568,3.662461141,2.882954711,4.228999485
PAQRB_HUMAN,4.420451618,7.01286041,4.838576278,4.247478217,3.480771851
UBE2Z_HUMAN,7.925901925,7.819456658,7.727977839,7.554228036,7.65833974
SP6_HUMAN,0.957707964,0.761903323,0.099292014,1.724535719,-0.125928928
COA3_HUMAN,5.969074774,5.468921217,5.65848682,5.160808415,5.324742563
COPZ2_HUMAN,0.671653343,0.605036204,2.350332849,0.458250404,-0.340850857
MRP3_HUMAN,6.907017921,7.378277095,4.436871699,3.852763485,5.475452865
ITA3_HUMAN,5.767423228,6.118227696,5.321706044,4.347361528,6.726851407
SMCE1_HUMAN,3.75713054,3.838947789,3.110239985,3.401309074,6.001321966
UTP18_HUMAN,7.151694789,7.293107302,7.425423249,7.356779139,7.047829473
TBD_HUMAN,3.242986302,4.063558501,4.357754509,4.125654692,2.859388085
KS6B1_HUMAN,5.852128955,6.513560319,6.221298407,6.104618657,4.825003505
RNFT1_HUMAN,2.587542869,1.546829365,3.458102513,2.628115241,2.522375377
TBX2_HUMAN,1.807749375,1.020049833,-0.340850857,0.743143591,-0.340850857
MP2K6_HUMAN,5.360417246,5.180396667,0.709967763,2.773883299,4.898590203
KPCA_HUMAN,5.742488239,7.000689109,5.141640709,5.580554207,6.435412227
TM1L1_HUMAN,4.462639267,4.838906581,4.249820079,3.373579472,4.021639586
TOB1_HUMAN,7.983385981,6.446121305,5.203274887,5.188212463,6.333125723
RGS9_HUMAN,3.470418838,3.136770233,5.231161575,3.39724374,0.552987773
CCG4_HUMAN,0.786551571,3.982297947,0.662668832,2.817178569,1.397070693
SNF8_HUMAN,6.331073724,6.328656078,7.094445206,6.385401306,6.057026799
APOH_HUMAN,2.720668185,0.794629719,-0.340850857,-0.129999964,-0.125928928
SDK2_HUMAN,0.41104773,0.899800871,-0.340850857,2.115230646,-0.125928928
KCTD2_HUMAN,4.987763735,5.041920562,5.760896286,4.366538883,4.827028301
HELZ_HUMAN,5.895672588,6.203032379,7.104526111,6.32179634,6.525033877
COX11_HUMAN,5.528140842,5.579396147,5.103401692,5.204497731,3.72607641
CBX1_HUMAN,7.077481486,7.892938138,8.485445602,7.61364902,7.212469581
MED13_HUMAN,6.950415904,7.059673861,7.857311778,7.012345253,6.486114109
NF2L1_HUMAN,6.441593387,6.319553948,6.846714211,6.238229296,6.369991773
PSD11_HUMAN,7.319206204,7.161329854,6.336524406,7.267185039,6.735578337
HLF_HUMAN,0.219596807,3.355459517,4.330787735,1.285216342,2.271953397
MP2K3_HUMAN,6.582622066,5.750537758,3.105505726,6.72831072,6.923019088
SKAP1_HUMAN,-0.142594238,-0.340850857,-0.189046399,-0.115236367,3.03052003
TOP2A_HUMAN,10.94208798,11.60164688,10.3748183,11.36835061,12.6642431
AT5G1_HUMAN,8.17862025,7.471404105,6.288415152,6.957230449,6.429288532
TBX4_HUMAN,-0.12854251,-0.340850857,-0.340850857,0.101313993,-0.340850857
DYH17_HUMAN,-0.142594238,-0.340850857,-0.340850857,0.773760974,0.077675276
GNA13_HUMAN,5.402006454,6.08071568,6.525140427,5.755475183,4.190305944
ASPC1_HUMAN,2.29626995,2.692995589,3.389785749,2.061112488,1.724263629
CBX8_HUMAN,2.115203883,1.892613138,1.274423425,1.441356061,2.286953951
IF2B1_HUMAN,6.046863473,6.247901767,1.389958211,6.866178352,4.044550515
VMP1_HUMAN,8.172057073,8.091077841,7.188374024,7.876077961,7.734012611
MBTD1_HUMAN,3.929713518,4.693480502,4.212049978,4.431798611,5.239276152
UBP32_HUMAN,4.211625563,5.097828043,6.056577635,5.232462287,4.170301602
CE112_HUMAN,3.972835789,4.952181606,5.248546093,4.467911118,1.230942807
FOXK2_HUMAN,4.845620455,5.311925646,6.132793209,4.743838209,4.463270637
ABCA5_HUMAN,4.441673306,4.316372351,6.432629436,4.396271613,4.132975776
STXB4_HUMAN,4.669529794,4.910712251,5.118308349,4.721165676,3.542468659
PPCT_HUMAN,4.393637401,4.4055474,3.302791165,3.877868634,4.889988264
SSH2_HUMAN,4.226881041,4.436744805,4.864518369,5.829450877,3.860067389
FZD2_HUMAN,4.226170864,6.488218066,2.892315075,3.632205228,4.782916781
AASD1_HUMAN,0.678269081,1.064555767,0.883216314,1.286241197,1.322408757
NOL11_HUMAN,6.735801418,6.74918251,7.089907476,7.375451487,6.542203007
WIPI1_HUMAN,3.928843535,4.58892319,3.9696989,3.527259127,3.997689294
AL3A2_HUMAN,7.941918704,9.144496668,5.682813209,6.643668575,5.702046811
AL3A1_HUMAN,6.816929574,8.658943213,-0.064642916,-0.124300497,-0.125928928
ULK2_HUMAN,5.158547129,5.202672116,5.625949561,4.887011138,2.38269179
RT23_HUMAN,6.821481484,6.536296353,6.979765777,6.876175261,5.647957062
TV23B_HUMAN,2.180081571,1.771784513,2.057524152,1.566022445,2.052568529
SENP3_HUMAN,4.337344479,3.761007641,4.826910502,5.037519506,3.625541256
CD68_HUMAN,1.694184474,1.963899507,-0.340850857,-0.340850857,1.813837538
MPU1_HUMAN,6.000124025,5.935948865,6.08153988,5.959853713,4.5701095
SAT2_HUMAN,4.818166896,4.707018522,4.421673179,4.180215499,3.58842232
EFNB3_HUMAN,-0.142594238,0.951321559,0.340635764,1.53206657,-0.125928928
SGMR2_HUMAN,7.423433501,6.191862453,6.216891135,6.384515462,7.761926693
BACD2_HUMAN,6.458041116,5.816915183,5.764145447,5.808848108,5.293931596
PDIP2_HUMAN,6.55886611,5.912892876,5.376660853,5.743899041,5.620788728
TM199_HUMAN,5.419225484,4.832764542,5.43200144,5.418034074,5.159584282
VTNC_HUMAN,2.375559668,-0.340850857,-0.340850857,-0.340850857,-0.340850857
MYO1C_HUMAN,5.982673923,6.716710203,5.868307523,6.592446096,5.515026267
INP5K_HUMAN,3.687254098,4.036143068,2.571201308,3.555432686,2.113782012
RILP_HUMAN,2.463685415,1.726130061,0.709967763,2.766674591,0.320300948
TLCD2_HUMAN,5.340169414,5.568641435,6.229868339,4.436639087,6.078082653
A2AP_HUMAN,0.81142498,1.107751032,-0.064642916,-0.340850857,0.022082572
PEDF_HUMAN,-0.340850857,1.331628632,-0.340850857,-0.340850857,-0.340850857
SMYD4_HUMAN,3.588683527,4.477582863,5.014997306,4.939433477,3.962135286
RFA1_HUMAN,5.845869053,6.534016592,6.591521286,6.1413779,5.096313803
SOX9_HUMAN,5.737564834,4.290069256,0.09692228,5.519178846,8.771101892
SPOP_HUMAN,7.428214478,7.662762158,8.704501434,7.267394253,7.767078271
S35B1_HUMAN,6.225959329,5.575971362,6.790172188,5.62107006,5.988157699
F117A_HUMAN,2.234668166,3.841805792,2.807431388,3.016320394,4.717312488
KAT7_HUMAN,5.0560573,5.614295908,5.96717393,5.706217462,5.541823907
DLX3_HUMAN,-0.340850857,-0.340850857,-0.340850857,1.952861624,-0.340850857
CP131_HUMAN,1.744713503,3.174613934,3.712936875,2.556268366,2.590122099
NDUF8_HUMAN,6.969497199,6.800948599,6.272547524,6.681390079,5.516188113
S38AA_HUMAN,5.44993007,5.312271006,4.63573548,4.625113074,5.056691793
FP100_HUMAN,3.270947868,3.760242903,4.155566797,2.672375569,2.781645495
PLD6_HUMAN,1.930155272,3.322217839,4.340316179,3.394788929,1.893553255
FLCN_HUMAN,4.327968875,5.014336714,6.48727954,4.213720571,4.605482179
CSN3_HUMAN,6.257009708,6.292770388,6.315032474,6.371188829,5.124856641
NT5M_HUMAN,2.787173899,3.276494299,0.52910413,1.655057906,-0.125928928
MED9_HUMAN,3.428836381,4.075511063,3.690321649,3.803195415,2.677573208
RASD1_HUMAN,0.780846181,-0.340850857,-0.340850857,0.751612019,-0.340850857
RL27_HUMAN,9.585047813,10.42402156,9.635205641,10.14879988,9.77983257
IN35_HUMAN,2.554226868,3.449403669,2.940312241,1.826979773,3.684494881
TMM11_HUMAN,7.428438105,6.888955875,7.497547083,6.970628422,6.018561592
RAB5C_HUMAN,6.801678686,6.569893463,6.468128359,6.621634067,7.086516365
HXB13_HUMAN,2.081848111,1.527693012,-0.340850857,2.175666058,0.829736682
CDRT1_HUMAN,1.980891559,2.034080837,-0.340850857,0.127979635,3.046476962
NXPH3_HUMAN,-0.340850857,-0.150746835,1.31011145,-0.129999964,-0.340850857
CDK12_HUMAN,6.558716202,6.832582268,6.819257978,7.395171577,7.856092023
PNPO_HUMAN,5.333375337,4.808219109,4.956018589,3.985236886,5.780052363
NEUFC_HUMAN,3.88531493,4.2012105,2.697042923,2.888478993,2.95005096
LAT4_HUMAN,2.563229483,3.238678373,4.307518559,3.521065192,1.997416063
THA_HUMAN,5.429563069,5.131736425,5.029982015,2.813640931,7.758699266
MPRIP_HUMAN,7.123805528,5.765326032,5.692595365,5.024531435,6.717360435
IF4A1_HUMAN,1.73364744,3.443179225,2.062315921,3.156363237,2.478511919
TM256_HUMAN,6.493048127,6.234902891,3.17675573,5.114250451,4.626530407
NLGN2_HUMAN,2.152832891,3.506075964,2.588934146,2.538793103,2.141580482
TM102_HUMAN,0.948294296,0.034729611,0.099292014,-0.340850857,0.368283746
ACHB_HUMAN,1.335930794,3.047789679,3.747355032,4.461111815,1.306473136
TPPC1_HUMAN,5.339696225,5.199819654,3.487841411,5.164696903,3.702604208
CNTRB_HUMAN,2.780969329,3.295643106,2.777288141,3.568334765,1.75638313
LX12B_HUMAN,0.069714109,0.495967079,-0.340850857,1.013895492,-0.340850857
HES7_HUMAN,1.108773282,3.802077331,0.418442653,4.798272221,0.022082572
PER1_HUMAN,2.253495777,3.887953943,4.759053207,4.291238961,2.446792573
VAMP2_HUMAN,2.781522643,3.916605367,2.679602451,2.481071053,1.593608781
TM107_HUMAN,5.808769353,6.432432931,5.603033356,6.076064597,5.332896457
BORC6_HUMAN,4.660214342,5.236163848,4.113123059,4.964540484,4.15423964
AURKB_HUMAN,8.102687689,8.129880269,7.272541529,8.520212065,7.073777955
PUR4_HUMAN,5.327097698,5.764344395,4.493758023,5.749892824,4.173245442
S2535_HUMAN,2.038813489,2.410752962,1.386392799,2.786232396,0.425380752
MOG1_HUMAN,6.03115609,5.386988798,5.545045413,3.477184297,4.325473624
RL26_HUMAN,9.428919062,10.95245977,9.773681156,10.48106378,9.401458698
NET1_HUMAN,-0.340850857,-0.340850857,1.824091484,2.339576626,0.568708315
STX8_HUMAN,4.458044039,4.889672746,5.16691608,4.659649094,3.424328179
UBP43_HUMAN,1.645463487,1.815089452,1.033497562,1.078455812,1.724263629
GLP2R_HUMAN,2.833842686,1.089912419,-0.340850857,-0.115236367,-0.340850857
MYH13_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.340850857
MYH3_HUMAN,0.193986141,0.89866425,1.044571445,0.871877325,0.574122844
SCO1_HUMAN,6.650365847,6.550454072,5.731369657,6.80501845,5.607718262
ADPRM_HUMAN,2.219094799,2.920543228,2.366926379,2.484267636,1.486658413
TM220_HUMAN,-0.340850857,2.499888967,0.36979719,4.201756716,-0.135742351
MP2K4_HUMAN,6.087559877,5.755726202,5.658418087,5.563276854,4.743129376
RNZ2_HUMAN,5.740347533,5.829206832,5.280862079,6.292928134,4.544415189
HS3SA_HUMAN,-0.340850857,2.676517182,-0.340850857,2.177397282,-0.340850857
COX10_HUMAN,4.187895547,4.065903316,3.92240132,4.169396537,3.963375406
HS3SB_HUMAN,-0.340850857,0.170614982,-0.183183322,0.729765704,-0.135742351
KPRA_HUMAN,5.326123569,5.724205774,5.985035062,4.692502552,4.642587944
SPHK1_HUMAN,0.200268728,1.3549017,2.540629647,2.761796776,-0.340850857
UBE2O_HUMAN,4.988194203,5.955850433,6.051533482,5.440267994,5.22693127
CYGB_HUMAN,0.530151902,0.601794101,4.461147789,-0.340850857,-0.340850857
PRCD_HUMAN,-0.340850857,-0.340850857,1.261796725,-0.340850857,-0.340850857
SIA7A_HUMAN,4.903731533,-0.340850857,-0.340850857,0.037721264,6.241086121
SRSF2_HUMAN,8.945714275,8.502419551,8.275659931,8.882973258,8.656040765
RHDF2_HUMAN,5.462948664,6.169213111,3.864771938,6.016196035,5.708170193
S14L1_HUMAN,4.182145535,5.559627377,6.275914207,4.644307461,5.320888853
MEIOC_HUMAN,3.342646626,4.647318377,0.251096472,6.972733361,2.75245
CCD43_HUMAN,6.230883864,6.442593695,6.732443184,6.214742544,6.323374539
DBF4B_HUMAN,1.014258088,1.662441627,0.418442653,2.057850486,1.277937991
ADA11_HUMAN,-0.002622141,1.005020158,1.51389194,1.964929129,-0.340850857
CXG1_HUMAN,5.497318887,6.750172192,7.020866952,7.207791509,6.746866934
U5S1_HUMAN,5.984831703,6.221354695,5.181482401,6.271078558,5.724064912
KI18B_HUMAN,4.516078019,5.428522876,5.182032511,5.568701355,4.484526918
C1QRF_HUMAN,1.77573888,1.984079428,1.840768079,1.451212149,-0.340850857
SCTM1_HUMAN,-0.340850857,2.523995489,4.357335069,1.741351811,1.846034478
TEX19_HUMAN,0.480887374,0.360081708,-0.340850857,0.312164886,-0.340850857
OGFD3_HUMAN,4.67909377,5.690574343,5.595686519,4.802880927,4.72619894
PMP22_HUMAN,7.720895455,7.841574258,5.698216303,6.251462237,0.642813156
IF5A1_HUMAN,6.159651065,5.531494788,3.789960648,5.107112521,5.299961374
GPS2_HUMAN,1.819736294,0.706183831,2.374029353,2.78117067,1.537545151
ACAP1_HUMAN,0.219596807,0.496842635,-0.183183322,0.607025612,0.079179578
ZBTB4_HUMAN,5.238984346,5.808361938,6.362434964,4.704551593,5.336034243
MK07_HUMAN,1.169080573,1.523539141,2.151896405,1.8853212,0.826993633
MFAP4_HUMAN,-0.340850857,-0.340850857,-0.176915927,-0.340850857,-0.340850857
RN112_HUMAN,0.111204947,1.193733395,0.083828512,0.241700043,0.426111345
OXLD1_HUMAN,4.688622184,4.410271725,3.712204256,3.103235601,3.396677409
CC137_HUMAN,5.639393641,5.006378733,6.286810652,5.533750129,4.984609039
RM12_HUMAN,5.418006496,4.320430759,3.962843314,3.518454621,3.555247643
DIC_HUMAN,3.069342784,2.393078328,2.565461469,2.397159965,2.858015234
RECQ5_HUMAN,3.2058822,3.742018411,4.247879931,2.735593701,3.839350597
SMIM6_HUMAN,2.0297805,1.883831675,-0.340850857,-0.340850857,3.243496068
S30BP_HUMAN,5.139740132,5.292072102,6.016876579,4.752887867,5.223631163
ITB4_HUMAN,6.04940583,5.636529684,5.197843442,1.16811884,6.60069387
UNK_HUMAN,4.108470357,3.992042276,4.531419054,3.162299897,3.515907763
WBP2_HUMAN,5.14429286,5.72941454,6.104456065,4.218391561,5.949889326
TRI47_HUMAN,4.00315583,4.131924461,2.808862065,3.354349296,3.709665255
TRI65_HUMAN,4.542506529,4.867020486,3.803598047,4.112086029,3.840546279
EVPL_HUMAN,2.039035615,2.550774162,0.755541154,0.729765704,2.543669872
SRP68_HUMAN,5.008626174,5.501756374,5.897514601,5.081676298,5.244080707
MNT_HUMAN,4.721436643,5.118955361,3.868982116,4.904854931,4.835001444
MET16_HUMAN,5.268896442,5.7829524,5.646543997,5.398407967,4.274285667
LIS1_HUMAN,7.357336637,7.65666129,7.921152674,7.748719296,6.731213324
COIL_HUMAN,5.176669688,6.234010505,6.90612064,6.524990504,5.373184329
RISC_HUMAN,2.533444547,3.309575183,4.835321133,3.589184025,3.169671793
AKAP1_HUMAN,5.986107755,5.854923017,5.012055638,5.964965923,5.666536418
MSI2H_HUMAN,6.889909892,6.384106325,5.573814952,5.389855509,5.946560787
CUED1_HUMAN,5.520586819,5.358519853,5.08110293,3.182045632,4.727022788
VEZF1_HUMAN,6.607343063,7.0877346,7.838090529,5.947668967,5.373284964
SRSF1_HUMAN,7.258011804,7.315635247,7.636490947,7.355996565,6.833163146
DYL2_HUMAN,5.729606683,5.322633353,5.74816903,5.157343374,5.207325462
NDKB_HUMAN,1.035089427,1.697953882,0.382808867,1.728809998,2.076939959
SNX11_HUMAN,3.992362249,3.634103516,5.03203447,3.374765417,3.690304135
RPGFL_HUMAN,0.412577075,0.444920231,0.698959197,1.519061313,3.399618644
NDEL1_HUMAN,6.042094979,6.081729762,6.702249254,6.110858058,5.072401624
ZN652_HUMAN,5.687072068,5.730247393,5.551381609,5.521138507,5.8755429
WDR81_HUMAN,1.44839726,2.018799352,1.423708894,1.723908587,1.284312813
CACO2_HUMAN,6.624397252,7.208317085,8.586391668,6.619536594,7.107763422
JMJD6_HUMAN,4.319367562,4.020903968,5.443309514,4.227566871,4.493573528
GOSR1_HUMAN,6.126382011,6.150248011,6.048738332,6.108440503,6.011013971
TM1L2_HUMAN,3.041133262,4.138155801,3.99149455,3.227735792,2.998705025
HEXD_HUMAN,2.349559354,2.922502833,3.458243501,2.319052015,2.553654091
IFT20_HUMAN,5.324664393,5.401356501,4.273910252,5.285708437,4.932153047
NDKA_HUMAN,8.210256133,7.507231914,6.909027703,8.214933384,7.725058865
MYCD_HUMAN,2.785339414,-0.340850857,-0.340850857,1.834273168,-0.340850857
MET23_HUMAN,5.248477738,5.655525611,5.396836548,4.868182082,5.440622956
MKS1_HUMAN,3.353858387,4.034230612,3.405273228,3.525303772,3.011022448
SARM1_HUMAN,1.843837279,-0.149017584,2.452799123,3.198159348,2.533158975
PCFT_HUMAN,4.591962325,2.938853434,1.448857007,3.957879743,3.756571979
U119A_HUMAN,4.225941785,3.937916399,3.647787528,4.254800066,3.190091684
ALDOC_HUMAN,1.011793961,1.643476828,1.178258215,0.494871242,0.007585212
SPAG5_HUMAN,4.35027202,4.664055218,4.45037265,5.157627908,3.732083029
BLTP2_HUMAN,5.876329796,5.696819429,5.462954183,6.274329272,5.483065329
SDF2_HUMAN,5.527182515,5.266366528,5.33645967,5.16078548,5.208227473
SPT6H_HUMAN,5.165066099,5.289821531,5.347759679,5.946036113,5.684000518
NARR_HUMAN,5.648050526,5.360109217,4.992375952,6.380249018,4.296972919
RL23A_HUMAN,9.32467854,9.827749745,8.301252076,8.895032768,8.734489953
TLCD1_HUMAN,3.463297977,2.916023911,0.904073195,3.594477973,3.763006854
NEK8_HUMAN,1.37423595,2.243091114,1.449452832,2.343643962,2.929706833
KCNJ2_HUMAN,2.681983602,0.169977686,2.547479854,0.095614526,-0.340850857
GALR2_HUMAN,0.739963642,0.951321559,-0.189046399,-0.124300497,0.977056354
EXOC7_HUMAN,4.596814742,5.152771298,5.257000309,5.109411644,5.171936901
FOXJ1_HUMAN,-0.340850857,-0.340850857,-0.340850857,1.445742855,-0.340850857
SKA2_HUMAN,6.961542101,7.011871413,8.874750241,6.999606354,6.258119736
PRR11_HUMAN,7.244921814,8.757542038,7.57549862,8.139260303,7.694756774
DPH1_HUMAN,0.997504473,1.409077637,1.032029887,1.68532504,0.738589615
HIC1_HUMAN,0.464746487,0.17321979,0.132556066,1.503306139,-0.135742351
EST1A_HUMAN,4.46283846,4.326964023,5.081878616,4.303188802,3.594897042
SRR_HUMAN,2.632453432,3.122193099,3.67843516,2.483405732,1.802735567
TSR1_HUMAN,6.543772038,7.318709956,6.687978593,7.596116346,6.241889554
CY561_HUMAN,4.439139916,5.123977394,5.516468311,5.281257688,6.649511918
ACE_HUMAN,-0.12854251,0.094099251,-0.340850857,0.612215221,0.77858556
M3K3_HUMAN,3.665335638,4.782941361,5.925396673,4.020963576,2.931576298
LIMD2_HUMAN,-0.142594238,0.962346879,0.221325762,-0.115236367,0.067861853
IMB1_HUMAN,9.0526337,9.676208428,9.924133803,9.623087836,9.087871799
OSBL7_HUMAN,1.569869368,2.150173694,0.939780885,-0.124300497,1.618648473
RM10_HUMAN,5.01770351,5.447440746,4.395160447,4.499810032,4.987915229
SCRN2_HUMAN,4.745745925,5.071475796,2.401121923,2.851243566,3.294890525
IMA1_HUMAN,8.109604221,8.382933773,7.202215301,8.314122051,7.627847288
MILR1_HUMAN,0.913990166,1.689689473,-0.340850857,-0.340850857,0.321463234
DPOG2_HUMAN,4.145649677,4.569799119,3.621159515,4.618804066,4.097504424
SMUF2_HUMAN,5.243215016,6.853095426,5.635371716,7.069989749,4.601880278
DDX5_HUMAN,8.777428245,9.008938515,9.831006863,9.3250439,8.484495977
HGS_HUMAN,4.034411767,4.360390135,4.746838878,4.252731196,4.302834121
PLCD3_HUMAN,5.932898698,6.475768978,4.223821333,3.93954399,4.484217507
ACBD4_HUMAN,1.828069962,2.142008237,1.278668229,1.171756222,1.566366837
HEXI1_HUMAN,7.603803046,7.620872028,6.275120186,7.077203112,6.582959802
NMT1_HUMAN,6.802174282,7.187034719,7.430463751,7.328880226,7.29627651
MOT6_HUMAN,3.672075743,3.312687319,1.130514565,2.096475541,4.955037224
ARMC7_HUMAN,3.019195967,2.349837152,3.211223513,1.767852651,2.496793916
NT5C_HUMAN,5.323279033,5.325379325,4.445662571,3.325412932,4.419552687
JUPI1_HUMAN,7.750487125,7.583724049,7.687989674,6.982280215,8.104031134
SUMO2_HUMAN,5.812680668,6.204161991,5.61917679,5.537332494,5.486149062
NUP85_HUMAN,6.870792123,7.099844492,7.543010888,7.189451251,6.726255078
GGA3_HUMAN,4.058866062,3.910839749,4.627764577,4.046165102,4.110437621
RT07_HUMAN,7.260254097,7.05660875,7.582204386,6.46341114,6.597020259
TPC_HUMAN,2.907658028,2.882229239,4.659876631,3.236149924,2.783944367
GRB2_HUMAN,7.815289264,7.582692642,8.35972562,7.107857837,7.466467421
NJMU_HUMAN,5.762703849,5.652900954,5.985470458,5.472771548,4.645632669
RL19_HUMAN,9.364014221,9.898019757,8.024189548,9.578526937,11.09423343
SPNS2_HUMAN,-0.340850857,-0.340850857,-0.189046399,-0.340850857,5.152865306
MBB1A_HUMAN,5.721592506,5.543566609,5.213178858,6.985799072,4.672105618
PELP1_HUMAN,4.499454724,5.669643343,5.329338962,6.002875847,4.684390294
ARRB2_HUMAN,5.079254245,4.803136039,5.097397681,5.011178498,3.862936836
MED11_HUMAN,2.972384766,2.532108274,2.608122081,2.814062907,2.456717482
T4S5_HUMAN,2.081161567,-0.340850857,-0.340850857,-0.340850857,1.603755418
GLTD2_HUMAN,0.214320456,-0.340850857,-0.340850857,-0.340850857,2.3744958
PSB6_HUMAN,7.755419558,7.942469244,6.987439692,7.774370505,6.415381404
CQ114_HUMAN,1.009747976,1.344640482,0.488337596,1.543102501,-0.135742351
PLD2_HUMAN,1.792428439,2.094737029,0.718579025,1.667768885,-0.135742351
MINK1_HUMAN,3.422381833,3.880056954,2.571226484,3.566768774,3.808128596
ACHE_HUMAN,-0.340850857,-0.150746835,-0.176915927,-0.340850857,-0.340850857
CQ107_HUMAN,-0.340850857,-0.340850857,0.29524124,0.660300854,0.227191077
ANAG_HUMAN,3.331730855,3.380886511,1.866697895,1.252453967,3.457641319
DHB1_HUMAN,0.699326964,0.842944758,0.852790898,2.858665274,0.368283746
COASY_HUMAN,4.590300972,4.609543775,3.338467501,4.152713302,4.766028436
HOP2_HUMAN,3.674086542,3.493208054,5.712539404,4.392620691,3.364222283
RETR3_HUMAN,4.296346065,4.92632497,4.419690857,4.946969439,5.124654548
TBG2_HUMAN,2.361336962,2.0128621,2.315018301,2.317799152,2.181110272
PKHH3_HUMAN,3.821773216,4.086158178,3.327117522,3.461729906,4.086454402
KITH_HUMAN,6.175534035,6.276247707,6.283879352,5.645974011,4.97609937
BIRC5_HUMAN,7.044387551,7.06648905,7.257651229,6.424336979,6.423835963
KRBA2_HUMAN,3.070550042,3.660806351,3.57160415,2.451427656,1.988043305
CAVN1_HUMAN,7.877882183,9.513601399,8.86044121,9.601746136,3.988940759
STAT3_HUMAN,5.510097998,7.731597212,5.355246454,7.62174757,6.383853812
GHDC_HUMAN,2.122548714,0.168248435,1.065613853,1.705622897,2.586316168
ZN207_HUMAN,7.259044286,7.248926401,6.751241842,7.304246399,7.217106107
CLU_HUMAN,6.55957277,6.017390729,5.546620911,6.944650775,6.246991744
FXO3B_HUMAN,2.045201109,3.422092414,3.833621547,3.706129256,2.78585278
MI4GD_HUMAN,5.678232012,5.586723887,5.299548105,3.314332123,4.686267535
CQ058_HUMAN,5.825753356,5.638213603,5.204388819,5.445056694,5.146815508
ERBB2_HUMAN,5.305574718,4.736145196,4.932532399,4.154054854,10.58064908
SNG2_HUMAN,9.18905287,7.777406307,6.515088725,7.690785116,8.671864321
BCAS3_HUMAN,3.549684312,3.858416346,3.357666961,3.058154678,1.911296479
MLX_HUMAN,4.205405734,3.919309312,3.778499751,4.157438844,4.369744638
GAS7_HUMAN,0.002012109,-0.340850857,-0.340850857,3.639941596,-0.340850857
M3K14_HUMAN,2.434394405,4.737173108,2.253868063,5.088716009,2.479293167
KT222_HUMAN,0.888311635,-0.340850857,-0.340850857,-0.340850857,-0.340850857
K1C10_HUMAN,8.475046661,6.976740011,7.95649611,6.605379058,8.436660842
K1C12_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,1.107828728
K1C20_HUMAN,1.082826608,-0.340850857,-0.340850857,-0.340850857,0.535222877
K1C23_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.115236367,8.409776092
PRR29_HUMAN,-0.142594238,-0.021855587,-0.183183322,0.532292698,-0.340850857
ERN1_HUMAN,4.51695821,3.504004943,5.609219658,3.655593205,4.368797828
MOT4_HUMAN,3.407858608,6.679690281,4.780658731,5.135433068,3.994665217
NAGS_HUMAN,1.118030466,2.416258392,2.457245099,3.974474397,1.641091447
TM101_HUMAN,4.885035414,5.44435648,5.346501836,4.738908553,4.964165593
HROB_HUMAN,1.718828066,2.25353503,2.643529213,3.019190703,1.453349969
TMUB2_HUMAN,4.963759344,5.22723284,4.112840195,4.499520795,5.13554027
LHX1_HUMAN,-0.340850857,2.418568559,-0.073839023,0.727076013,1.139211887
AATF_HUMAN,5.29093225,6.053398683,5.61978315,5.906272584,6.360400598
MCRI1_HUMAN,5.453933666,6.144599182,6.034458014,5.969361137,4.074220101
